delay,policy,seed,turns,moves,stale_conflicts,mean_phase_error,p95_phase_error,mean_extra_hold,full_board,blue_win,yellow_win
3,blind_delay,2026103127,97,49,48,1.142574258430999,2.571207802789566,0.4489795918367347,True,True,False
3,queue_aware,2026103127,49,49,0,1.1371214567511132,2.8972959160842926,0.5306122448979592,True,False,True
3,blind_delay,2026103128,96,49,47,1.2841347852346408,2.9521560947658405,0.3673469387755102,True,False,True
3,queue_aware,2026103128,49,49,0,1.1971183788808322,2.838216869271051,0.4489795918367347,True,True,False
3,blind_delay,2026103129,95,49,46,1.227328091360822,2.843638065254226,0.2857142857142857,True,True,False
3,queue_aware,2026103129,49,49,0,1.1631800267473673,2.7316230820351013,0.30612244897959184,True,True,False
5,blind_delay,2026123100,96,49,47,1.1379499533933666,2.66542034178278,0.4897959183673469,True,False,True
5,queue_aware,2026123100,49,49,0,1.237806831722326,2.5672666767525825,0.5102040816326531,True,True,False
5,blind_delay,2026123101,95,49,46,1.142708413075675,2.9422860205490493,0.4897959183673469,True,True,False
5,queue_aware,2026123101,49,49,0,1.1249433707447063,2.6097039959403183,0.6326530612244898,True,False,True
5,blind_delay,2026123102,97,49,48,1.1729662697422365,2.7247586828300645,0.7755102040816326,True,True,False
5,queue_aware,2026123102,49,49,0,1.125564193215832,2.654490003513946,0.7551020408163265,True,False,True
5,blind_delay,2026123103,92,49,43,1.0844848674215835,3.0028176831862323,0.5510204081632653,True,True,False
5,queue_aware,2026123103,49,49,0,1.020305576235813,2.532562731689484,0.6530612244897959,True,True,False
5,blind_delay,2026123104,97,49,48,1.235845277646695,2.6975626879902843,0.2857142857142857,True,True,False
5,queue_aware,2026123104,49,49,0,1.214140208621906,2.8377613929768515,0.2857142857142857,True,False,True
5,blind_delay,2026123105,97,49,48,1.0518354547976017,2.7736387931057784,0.673469387755102,True,True,False
5,queue_aware,2026123105,49,49,0,1.1028140569831206,2.939355757382688,0.5918367346938775,True,True,False
5,blind_delay,2026123106,94,49,45,1.078294116916091,2.755247567968696,0.6938775510204082,True,True,False
5,queue_aware,2026123106,49,49,0,1.1190920089266834,2.590653870682415,0.7346938775510204,True,True,False
5,blind_delay,2026123107,97,49,48,0.9779978319280571,2.6275602024600784,0.6122448979591837,True,True,False
5,queue_aware,2026123107,49,49,0,0.7916997092698834,2.269673828551722,0.5714285714285714,True,False,True
5,blind_delay,2026123108,97,49,48,1.2116519417687002,2.9371899050828727,0.0,True,True,False
5,queue_aware,2026123108,49,49,0,1.251288601268026,2.6783891965854125,0.04081632653061224,True,False,True
5,blind_delay,2026123109,97,49,48,1.0750816338544444,2.6616116391911513,0.5918367346938775,True,True,False
5,queue_aware,2026123109,49,49,0,1.0098788620570207,2.583097674765096,0.5510204081632653,True,False,True
5,blind_delay,2026123110,91,49,42,1.1592517024442783,2.623310937343914,0.7346938775510204,True,True,False
5,queue_aware,2026123110,49,49,0,1.0411803295336515,2.3620664378654763,0.6938775510204082,True,False,True
5,blind_delay,2026123111,97,49,48,1.10450228701577,2.7818620676741657,0.30612244897959184,True,True,False
5,queue_aware,2026123111,49,49,0,1.036910016670955,2.541393675047101,0.3877551020408163,True,False,True
5,blind_delay,2026123112,95,49,46,1.2232151192484106,2.807105437136953,0.7551020408163265,True,True,False
5,queue_aware,2026123112,49,49,0,1.1228398796339603,2.5380290429546735,0.6938775510204082,True,True,False
5,blind_delay,2026123113,97,49,48,1.0885153331966582,2.594483611034832,0.4897959183673469,True,True,False
5,queue_aware,2026123113,49,49,0,1.0939091301409891,2.198537303810503,0.3877551020408163,True,True,False
5,blind_delay,2026123114,90,49,41,1.217039777165675,2.844570663231591,0.02040816326530612,True,False,True
5,queue_aware,2026123114,49,49,0,1.0952142706528407,2.526639974417833,0.10204081632653061,True,True,False
5,blind_delay,2026123115,97,49,48,1.067147475296511,2.552889869420005,0.061224489795918366,True,True,False
5,queue_aware,2026123115,49,49,0,1.0700047141245634,2.7513816234599804,0.10204081632653061,True,True,False
5,blind_delay,2026123116,95,49,46,1.2059925633062667,3.0013444905418805,0.4489795918367347,True,True,False
